# format	robotrace-shortcut-course-v1
# course_id	2025kansai
# source_file	examples/synthetic/2025kansai.json
# source_hash	3fba41f5cb6c18c170753adaedefe5e98d896bde0f302cd02197e4860108fcf6
# line_width_mm	19.000000
distance_mm	line_x_mm	line_y_mm
6370	-13.9703732	-2019.44836
6380	-5.05406523	-2023.97363
6390	3.62492681	-2028.93896
6400	12.0449104	-2034.33179
6410	20.1848412	-2040.13879
6420	28.0243702	-2046.34534
6430	35.5439072	-2052.93579
6440	42.7246552	-2059.89404
6450	49.5486641	-2067.20239
6460	55.9988785	-2074.84277
6470	62.0591774	-2082.7959
6480	67.7144165	-2091.04175
6490	72.9504547	-2099.5603
6500	77.7542038	-2108.32959
6510	82.1136627	-2117.32837
6520	86.0179291	-2126.53345
6530	89.4572525	-2135.92236
6540	92.4230347	-2145.47144
6550	94.9078522	-2155.15649
6560	96.9055023	-2164.9541
6570	98.4109955	-2174.83887
6580	99.4205551	-2184.78687
6590	99.9316788	-2194.77271
6600	100	-2204.77222
6610	100	-2214.77222
6620	100	-2224.77222
6630	100	-2234.77222
6640	100	-2244.77222
6650	100	-2254.77222
6660	100	-2264.77222
6670	100	-2274.77222
6680	100	-2284.77222
6690	100	-2294.77222
6700	100	-2304.77222
6710	100	-2314.77222
6720	100	-2324.77222
6730	100	-2334.77222
6740	100	-2344.77222
6750	100	-2354.77222
6760	100	-2364.77222
6770	100	-2374.77222
6780	100	-2384.77222
6790	100	-2394.77222
6800	100	-2404.77222
6810	100	-2414.77222
6820	100	-2424.77222
6830	100	-2434.77222
6840	100	-2444.77222
6850	100	-2454.77222
6860	100	-2464.77222
6870	100	-2474.77222
6880	100	-2484.77222
6890	100	-2494.77222
6900	100	-2504.77222
6910	100	-2514.77222
6920	100	-2524.77222
6930	100	-2534.77222
6940	100	-2544.77222
6950	100	-2554.77222
6960	100	-2564.77222
6970	100	-2574.77222
6980	100	-2584.77222
6990	100	-2594.77222
7000	100	-2604.77222
7010	100	-2614.77222
7020	100	-2624.77222
7030	100	-2634.77222
7040	100	-2644.77222
7050	100	-2654.77222
7060	100	-2664.77222
7070	100	-2674.77222
7080	100	-2684.77222
7090	100	-2694.77222
7100	100	-2704.77222
7110	100	-2714.77222
7120	100	-2724.77222
7130	100	-2734.77222
7140	100	-2744.77222
7150	100	-2754.77222
7160	100	-2764.77222
7170	100	-2774.77222
7180	100	-2784.77222
7190	100	-2794.77222
7200	100	-2804.77222
7210	100	-2814.77222
7220	100	-2824.77222
7230	100	-2834.77222
7240	100	-2844.77222
7250	99.9240952	-2854.77124
7260	99.273201	-2864.74829
7270	97.9591217	-2874.65967
7280	95.9876862	-2884.46143
7290	93.3676529	-2894.11035
7300	90.110672	-2903.56299
7310	86.2312012	-2912.77783
7320	81.7464905	-2921.71387
7330	76.6764526	-2930.33105
7340	71.0436172	-2938.59155
7350	64.8730087	-2946.45825
7360	58.1920433	-2953.89648
7370	51.0303993	-2960.87305
7380	43.4199028	-2967.35718
7390	35.3943558	-2973.31982
7400	26.9894218	-2978.73462
7410	18.2424393	-2983.57764
7420	9.19226837	-2987.8269
7430	-0.120881379	-2991.46411
7440	-9.65563393	-2994.47266
7450	-19.3696289	-2996.83936
7460	-29.2197075	-2998.55371
7470	-39.1621094	-2999.60791
7480	-49.1526642	-2999.99756
7490	-59.1526566	-3000
7500	-69.1526566	-3000
7510	-79.1526566	-3000
7520	-89.1526566	-3000
7530	-99.1526566	-3000
7540	-109.152657	-3000
7550	-119.152657	-3000
7560	-129.152664	-3000
7570	-139.152664	-3000
7580	-149.152664	-3000
7590	-159.152664	-3000
7600	-169.152664	-3000
7610	-179.152664	-3000
7620	-189.152664	-3000
7630	-199.152664	-3000
7640	-209.152664	-3000
7650	-219.152664	-3000
7660	-229.152664	-3000
7670	-239.152664	-3000
7680	-249.152664	-3000
7690	-259.152649	-3000
7700	-269.152649	-3000
7710	-279.152649	-3000
7720	-289.152649	-3000
7730	-299.152649	-3000
7740	-309.152649	-3000
7750	-319.152649	-3000
7760	-329.152649	-3000
7770	-339.152649	-3000
7780	-349.152649	-3000
7790	-359.152649	-3000
7800	-369.152649	-3000
7810	-379.152649	-3000
7820	-389.152649	-3000
7830	-399.152649	-3000
7840	-409.152649	-3000
7850	-419.152649	-3000
7860	-429.152649	-3000
7870	-439.152649	-3000
7880	-449.152649	-3000
7890	-459.152649	-3000
7900	-469.152649	-3000
7910	-479.152649	-3000
7920	-489.152649	-3000
7930	-499.152649	-3000
7940	-509.152649	-3000
7950	-519.152649	-3000
7960	-529.152649	-3000
7970	-539.152649	-3000
7980	-549.152649	-3000
7990	-559.152649	-3000
8000	-569.152649	-3000
8010	-579.152649	-3000
8020	-589.152649	-3000
8030	-599.152649	-3000
8040	-609.152649	-3000
8050	-619.152649	-3000
8060	-629.152649	-3000
8070	-639.152649	-3000
8080	-649.152649	-3000
8090	-659.152649	-3000
8100	-669.152649	-3000
8110	-679.152649	-3000
8120	-689.152649	-3000
8130	-699.152649	-3000
8140	-709.152649	-3000
8150	-719.152649	-3000
8160	-729.152649	-3000
8170	-739.152649	-3000
8180	-749.152649	-3000
8190	-759.152649	-3000
8200	-769.152649	-3000
8210	-779.152649	-3000
8220	-789.152649	-3000
8230	-799.152649	-3000
8240	-809.152649	-3000
8250	-819.152649	-3000
8260	-829.152649	-3000
8270	-839.152649	-3000
8280	-849.152649	-3000
8290	-859.152649	-3000
8300	-869.152649	-3000
8310	-879.152649	-3000
8320	-889.152649	-3000
8330	-899.152649	-3000
8340	-909.152649	-3000
8350	-919.152649	-3000
8360	-929.152649	-3000
8370	-939.152649	-3000
8380	-949.152649	-3000
8390	-959.152649	-3000
8400	-969.152649	-3000
8410	-979.152649	-3000
8420	-989.152649	-3000
8430	-999.152649	-3000
8440	-1009.15265	-3000
8450	-1019.15265	-3000
8460	-1029.15271	-3000
8470	-1039.15271	-3000
8480	-1049.15271	-3000
8490	-1059.15271	-3000
8500	-1069.15271	-3000
8510	-1079.15271	-3000
8520	-1089.15271	-3000
8530	-1099.15271	-3000
8540	-1109.15271	-3000
8550	-1119.15271	-3000
8560	-1129.15271	-3000
8570	-1139.15271	-3000
8580	-1149.15271	-3000
8590	-1159.14941	-2999.79053
8600	-1169.12341	-2999.08374
8610	-1179.04956	-2997.87915
8620	-1188.90308	-2996.17993
8630	-1198.6593	-2993.99048
8640	-1208.29407	-2991.31592
8650	-1217.78296	-2988.16333
8660	-1227.10254	-2984.54053
8670	-1236.22937	-2980.4563
8680	-1245.14062	-2975.92114
8690	-1253.81409	-2970.94629
8700	-1262.22815	-2965.54419
8710	-1270.36169	-2959.72803
8720	-1278.19434	-2953.51294
8730	-1285.70654	-2946.91406
8740	-1292.87964	-2939.948
8750	-1299.69556	-2932.63208
8760	-1306.13721	-2924.98462
8770	-1312.18872	-2917.0249
8780	-1317.83484	-2908.77246
8790	-1323.06152	-2900.24829
8800	-1327.85547	-2891.47363
8810	-1332.20508	-2882.47021
8820	-1336.09912	-2873.26074
8830	-1339.52808	-2863.86792
8840	-1342.48328	-2854.31567
8850	-1344.9574	-2844.62769
8860	-1346.94421	-2834.82812
8870	-1348.43872	-2824.94141
8880	-1349.43726	-2814.99243
8890	-1349.93738	-2805.0061
8900	-1349.93762	-2795.00708
8910	-1349.43823	-2785.02075
8920	-1348.44031	-2775.07153
8930	-1346.94641	-2765.18481
8940	-1344.96033	-2755.38525
8950	-1342.53223	-2745.68481
8960	-1340.02649	-2736.00391
8970	-1337.52063	-2726.323
8980	-1335.01477	-2716.64209
8990	-1332.50903	-2706.96094
9000	-1330.00317	-2697.28003
9010	-1327.49731	-2687.59912
9020	-1324.99158	-2677.91821
9030	-1322.48572	-2668.2373
9040	-1319.97986	-2658.55615
9050	-1317.47412	-2648.87524
9060	-1314.96826	-2639.19434
9070	-1312.4624	-2629.51343
9080	-1309.95667	-2619.83252
9090	-1307.45081	-2610.15161
9100	-1304.94495	-2600.47046
9110	-1302.43921	-2590.78955
9120	-1299.93335	-2581.10864
9130	-1297.42749	-2571.42773
9140	-1294.92175	-2561.74683
9150	-1292.41589	-2552.06567
9160	-1289.91003	-2542.38477
9170	-1287.4043	-2532.70386
9180	-1284.89844	-2523.02295
9190	-1282.39258	-2513.34204
9200	-1279.88684	-2503.66089
9210	-1277.38098	-2493.97998
9220	-1274.87512	-2484.29907
9230	-1272.36938	-2474.61816
9240	-1269.86353	-2464.93726
9250	-1267.35767	-2455.25635
9260	-1264.85193	-2445.5752
9270	-1262.34607	-2435.89429
9280	-1259.84021	-2426.21338
9290	-1257.46338	-2416.50049
9300	-1255.40955	-2406.71411
9310	-1253.68311	-2396.86475
9320	-1252.28589	-2386.96313
9330	-1251.21936	-2377.02075
9340	-1250.48474	-2367.04834
9350	-1250.08301	-2357.05688
9360	-1250.0144	-2347.05737
9370	-1250.27917	-2337.06152
9380	-1250.87683	-2327.07983
9390	-1251.80688	-2317.12354
9400	-1253.06824	-2307.20386
9410	-1254.65942	-2297.33179
9420	-1256.57874	-2287.51831
9430	-1258.8241	-2277.77393
9440	-1261.39294	-2268.11011
9450	-1264.28247	-2258.53711
9460	-1267.48938	-2249.06567
9470	-1271.00195	-2239.70337
9480	-1274.60718	-2230.37598
