# format	robotrace-shortcut-course-v1
# course_id	2013alljapan_pre
# source_file	examples/synthetic/2013alljapan_pre.json
# source_hash	fe3e7db3b0d6a406580611db0246c2fbf0cd40c935f1033c2b4551f30e6d4960
# line_width_mm	19.000000
distance_mm	line_x_mm	line_y_mm
3580	28.0713844	1862.51355
3590	19.6698189	1857.09009
3600	11.2682533	1851.66663
3610	2.86668825	1846.24316
3620	-5.53487682	1840.81982
3630	-13.9364424	1835.39636
3640	-22.338007	1829.9729
3650	-30.7395725	1824.54944
3660	-39.14114	1819.12598
3670	-47.5427055	1813.70251
3680	-55.9442711	1808.27917
3690	-64.3458328	1802.85571
3700	-72.7473984	1797.43225
3710	-81.1489639	1792.00879
3720	-89.5505295	1786.58533
3730	-97.952095	1781.16199
3740	-106.353661	1775.73853
3750	-114.755226	1770.31506
3760	-123.156792	1764.8916
3770	-131.558365	1759.46814
3780	-139.95993	1754.04468
3790	-148.361496	1748.62134
3800	-156.763062	1743.19788
3810	-165.164627	1737.77441
3820	-173.566193	1732.35095
3830	-181.967743	1726.92749
3840	-190.369308	1721.50415
3850	-198.770874	1716.08069
3860	-207.17244	1710.65723
3870	-215.574005	1705.23376
3880	-223.975571	1699.8103
3890	-232.377136	1694.38684
3900	-240.778702	1688.9635
3910	-249.180267	1683.54004
3920	-257.581848	1678.11658
3930	-265.983398	1672.69312
3940	-274.384979	1667.26965
3950	-282.78653	1661.84631
3960	-291.18811	1656.42285
3970	-299.589661	1650.99939
3980	-307.991241	1645.57593
3990	-316.392792	1640.15247
4000	-324.794373	1634.729
4010	-333.195923	1629.30566
4020	-341.597504	1623.8822
4030	-349.999054	1618.45874
4040	-358.400635	1613.03528
4050	-366.802185	1607.61182
4060	-375.203766	1602.18848
4070	-383.605316	1596.76501
4080	-392.006897	1591.34155
4090	-400.408447	1585.91809
4100	-408.810028	1580.49463
4110	-417.211578	1575.07117
4120	-425.613159	1569.64783
4130	-434.014709	1564.22437
4140	-442.41629	1558.8009
4150	-450.817841	1553.37744
4160	-459.219421	1547.95398
4170	-467.620972	1542.53064
4180	-476.022552	1537.10718
4190	-484.424103	1531.68372
4200	-492.825684	1526.26025
4210	-501.227234	1520.83679
4220	-509.628815	1515.41333
4230	-518.030396	1509.98999
4240	-526.431946	1504.56653
4250	-534.833496	1499.14307
4260	-543.235046	1493.7196
4270	-551.636658	1488.29614
4280	-560.038208	1482.8728
4290	-568.439758	1477.44934
4300	-576.841309	1472.02588
4310	-585.24292	1466.60242
4320	-593.64447	1461.17896
4330	-602.046021	1455.75549
4340	-610.447571	1450.33215
4350	-618.849121	1444.90869
4360	-627.250732	1439.48523
4370	-635.652283	1434.06177
4380	-644.053833	1428.63831
4390	-652.455383	1423.21497
4400	-660.856995	1417.7915
4410	-669.258545	1412.36804
4420	-677.660095	1406.94458
4430	-686.061646	1401.52112
4440	-694.463257	1396.09766
4450	-702.864807	1390.67432
4460	-711.266357	1385.25085
4470	-719.667908	1379.82739
4480	-728.069519	1374.40393
4490	-736.471069	1368.98047
4500	-744.87262	1363.55713
4510	-753.27417	1358.13367
4520	-761.675781	1352.71021
4530	-770.006653	1347.17957
4540	-778.150024	1341.37646
4550	-786.095459	1335.30505
4560	-793.834106	1328.97241
4570	-801.357422	1322.38525
4580	-808.657043	1315.55103
4590	-815.724854	1308.47729
4600	-822.552979	1301.172
4610	-829.133789	1293.64319
4620	-835.460083	1285.89929
4630	-841.52478	1277.94873
4640	-847.321167	1269.80054
4650	-852.842773	1261.46375
4660	-858.083435	1252.94751
4670	-863.037354	1244.26135
4680	-867.699097	1235.41492
4690	-872.063354	1226.41809
4700	-876.125366	1217.28076
4710	-879.880615	1208.01318
4720	-883.32489	1198.62549
4730	-886.454468	1189.1283
4740	-889.265686	1179.5321
4750	-891.755615	1169.84753
4760	-893.921326	1160.08533
4770	-895.760559	1150.25635
4780	-897.271118	1140.37158
4790	-898.451477	1130.44189
4800	-899.300232	1120.47852
4810	-899.816467	1110.49231
4820	-899.999573	1100.49438
4830	-899.849426	1090.49597
4840	-899.366089	1080.50818
4850	-898.550232	1070.54199
4860	-897.402588	1060.60852
4870	-895.924622	1050.71887
4880	-894.117798	1040.88391
4890	-891.984253	1031.11462
4900	-889.526306	1021.42188
4910	-886.746704	1011.81641
4920	-883.648499	1002.30896
4930	-880.235168	992.910034
4940	-876.510437	983.630066
4950	-872.478577	974.479431
4960	-868.143982	965.468201
4970	-863.511475	956.606445
4980	-858.586182	947.903992
4990	-853.373596	939.370544
5000	-847.879517	931.015564
5010	-842.110046	922.848328
5020	-836.071594	914.877869
5030	-829.770874	907.113098
5040	-823.214844	899.562683
5050	-816.410828	892.234863
5060	-809.366394	885.137939
5070	-802.089355	878.279724
5080	-794.58783	871.667786
5090	-786.870056	865.30957
5100	-778.944702	859.212097
5110	-770.820496	853.382141
5120	-762.506531	847.826172
5130	-754.012024	842.550415
5140	-745.346375	837.560608
5150	-736.519287	832.862427
5160	-727.540527	828.460999
5170	-718.420044	824.361328
5180	-709.16803	820.56781
5190	-699.794678	817.084778
5200	-690.310486	813.916077
5210	-680.725952	811.065186
5220	-671.051758	808.535339
5230	-661.298584	806.329285
5240	-651.477295	804.449524
5250	-641.598877	802.898132
5260	-631.674194	801.676758
5270	-621.714355	800.786865
5280	-611.730347	800.229431
5290	-601.733337	800.005005
5300	-591.733337	800
5310	-581.733337	800
5320	-571.733337	800
5330	-561.733337	800
5340	-551.733337	800
5350	-541.733337	800
5360	-531.733337	800
5370	-521.733337	800
5380	-511.733337	800
5390	-501.733337	800
5400	-491.733337	800
5410	-481.733337	800
5420	-471.733337	800
5430	-461.733337	800
5440	-451.733337	800
5450	-441.733337	800
5460	-431.733337	800
5470	-421.733337	800
5480	-411.733337	800
5490	-401.733337	800
5500	-391.733337	800
5510	-381.733337	800
5520	-371.733337	800
5530	-361.733337	800
5540	-351.733337	800
5550	-341.733337	800
5560	-331.733337	800
